customer_name,customer_phone,product_name,quantity,unit_price,discount,paid_amount,sale_date
Rahima Sheikh,01782518935,Danish Butter Cookies 250g,4,205.0,0.0,820.0,2025-05-07
Sabbir Ahmed,01783569459,Suji Loose,4,105.0,0.0,168.0,2025-05-07
Sabbir Ahmed,01783569459,Pran Tamarind Chutney 200g Bottle,2,190.0,0.0,152.0,2025-05-07
Abdul Karim,01739674811,CP Eggs (Dozen),2,145.0,0.0,290.0,2025-05-07
Karim Begum,01762527815,Mutton (Goat),4,1100.0,20.0,4380.0,2025-05-07
Mannan Ahmed,01717087735,Hilsa Fish Frozen,2,1250.0,5.0,1746.5,2025-05-07
Sumaiya Akter,01738514760,Suji (Semolina) 500g Pack,6,55.0,20.0,124.0,2025-05-07
Neela Islam,01735021466,Tiger Energy Drink 250ml,4,75.0,0.0,300.0,2025-05-07
Neela Islam,01735021466,7UP 250ml Bottle,4,25.0,0.0,100.0,2025-05-07
Mannan Karim,01789670176,Sprite 1L Bottle,1,85.0,5.0,80.0,2025-05-07
Abdul Chowdhury,01764263925,Teer Dal (Lentils) Loose,2,135.0,1.67,185.5,2025-05-07
Abdul Chowdhury,01764263925,Mug Dal (Green Gram) Loose,3,155.0,1.67,322.0,2025-05-07
Abdul Chowdhury,01764263925,Date Sugar 250g Pack,4,138.0,1.67,382.9,2025-05-07
Karim Akter,01791709120,Garlic Loose,3,180.0,3.33,371.0,2025-05-07
Karim Akter,01791709120,Red Bull Energy Drink 250ml,1,195.0,3.33,129.5,2025-05-07
Karim Akter,01791709120,Radhuni Biryani Masala 100g Pack,5,92.0,3.33,315.0,2025-05-07
Tasnia Uddin,01721472996,Coca Cola 1L Bottle,3,85.0,10.0,245.0,2025-05-08
Rahim Das,01797849777,Fresh Soyabean Oil Loose,5,190.0,0.0,380.0,2025-05-08
Rahim Das,01797849777,Broiler Chicken Frozen,1,310.0,0.0,124.0,2025-05-08
Rahim Das,01797849777,Fresh Cheese 250g Pack,5,200.0,0.0,400.0,2025-05-08
Rahima Roy,01711470400,Pran Fried Onion 200g Pack,5,145.0,20.0,705.0,2025-05-08
Sultana Chowdhury,01710082263,Fenugreek (Methi) 50g Pack,2,48.0,0.0,96.0,2025-05-08
Jamal Hossain,01793596808,Radhuni Salt 1kg Pack,3,35.0,0.0,42.0,2025-05-08
Jamal Hossain,01793596808,Teer Soyabean Oil 2L Bottle,4,378.0,0.0,604.8,2025-05-08
Jamal Hossain,01793596808,Local Beef,1,750.0,0.0,300.0,2025-05-08
Tamim Islam,01741393866,Rui Fish Frozen,6,385.0,10.0,2300.0,2025-05-08
Tasnia Hossain,01779574454,Mutton (Goat),6,1100.0,6.67,4606.0,2025-05-08
Tasnia Hossain,01779574454,Arla Butter 200g Pack,4,285.0,6.67,784.0,2025-05-08
Tasnia Hossain,01779574454,Katla Fish Frozen,2,360.0,6.67,490.0,2025-05-08
Halim Ali,01756524028,Black Pepper Whole 50g Pack,2,128.0,0.0,256.0,2025-05-08
Halim Ali,01756524028,Radhuni Chili Powder 200g Pack,1,158.0,0.0,158.0,2025-05-08
Halim Ali,01756524028,Nazirshail Rice Loose,5,92.0,0.0,460.0,2025-05-08
Neela Hossain,01792158192,ACI Pure Atta 5kg Pack,6,350.0,5.0,836.0,2025-05-08
Neela Hossain,01792158192,ACI Pure Milk 1L Bottle,4,110.0,5.0,172.0,2025-05-08
Rashed Hossain,01732484555,Ilish (Hilsa) Dried,4,1950.0,3.33,7790.0,2025-05-08
Rashed Hossain,01732484555,Teer Atta 2kg Pack,2,144.0,3.33,278.0,2025-05-08
Rashed Hossain,01732484555,Tapal Tea 190g Pack,5,118.0,3.33,580.0,2025-05-08
Mannan Mia,01795672874,Cocola Noodles 8-Pack,5,82.0,0.0,287.0,2025-05-08
Mannan Mia,01795672874,Miniket Rice (BRRI-28) Loose,5,78.0,0.0,273.0,2025-05-08
Jabbar Sarkar,01741413978,Farm Fresh Eggs White (Dozen),1,141.0,0.0,141.0,2025-05-08
Jabbar Sarkar,01741413978,Fresh Brown Bread 400g Loaf,6,55.0,0.0,330.0,2025-05-08
Jabbar Sarkar,01741413978,Coca Cola 2L Bottle,6,155.0,0.0,930.0,2025-05-08
Rashed Das,01729318518,Shutki (Dried Fish),6,310.0,0.0,1860.0,2025-05-08
Karim Karim,01739230583,Pran Orange Juice 250ml Bottle,1,35.0,0.0,35.0,2025-05-08
Karim Karim,01739230583,ACI Pure Dal Loose,5,155.0,0.0,775.0,2025-05-08
Farzana Islam,01790359038,ACI Bombay Sweets 200g Pack,5,48.0,0.0,240.0,2025-05-08
Farzana Islam,01790359038,Lexus Biscuit 200g Pack,6,42.0,0.0,252.0,2025-05-08
Farzana Islam,01790359038,Carrot Loose,6,62.0,0.0,372.0,2025-05-08
Fatema Hossain,01757271259,Teer Atta 2kg Pack,2,144.0,1.67,283.0,2025-05-08
Fatema Hossain,01757271259,Farm Fresh Eggs Brown (Dozen),3,155.0,1.67,460.0,2025-05-08
Fatema Hossain,01757271259,ACI Pure Milk 1L Bottle,6,110.0,1.67,655.0,2025-05-08
Nipu Hossain,01744772550,Bay Leaf (Tej Pata) 20g Pack,3,55.0,0.0,66.0,2025-05-08
Mannan Mia,01795672874,Shutki (Dried Fish),5,310.0,0.0,1550.0,2025-05-08
Mannan Mia,01795672874,Radhuni Mustard Oil 1L Bottle,4,195.0,0.0,780.0,2025-05-08
Abdul Chowdhury,01764263925,Teer Soyabean Oil 5L Bottle,6,945.0,0.0,5670.0,2025-05-08
Nasrin Begum,01731545867,Local Beef,1,750.0,0.0,750.0,2025-05-08
Nasrin Begum,01731545867,Ladies Finger (Dherosh) Loose,1,72.0,0.0,72.0,2025-05-08
Sumaiya Hossain,01794969013,Hilsa Fish Frozen,3,1250.0,2.5,2621.5,2025-05-08
Sumaiya Hossain,01794969013,Icing Sugar 200g Pack,6,58.0,2.5,240.1,2025-05-08
Rahim Das,01797849777,Anchor Butter 227g Pack,3,315.0,3.33,935.0,2025-05-08
Rahim Das,01797849777,Pran Mango Juice 1L Bottle,1,120.0,3.33,110.0,2025-05-08
Rahim Das,01797849777,Coca Cola 2L Bottle,4,155.0,3.33,610.0,2025-05-08
Rashed Das,01729318518,Green Chili Loose,5,120.0,6.67,580.0,2025-05-08
Rashed Das,01729318518,Ispahani Tea 200g Pack,3,122.0,6.67,346.0,2025-05-08
Rashed Das,01729318518,Pumpkin (Misti Kumra) Loose,3,42.0,6.67,106.0,2025-05-08
Mannan Karim,01789670176,Katla Fish Frozen,1,360.0,2.5,355.0,2025-05-08
Mannan Karim,01789670176,Local Beef,3,750.0,2.5,2245.0,2025-05-08
Rashed Uddin,01741514213,Fresh Ghee 1kg Jar,3,1700.0,0.0,5100.0,2025-05-08
Rashed Uddin,01741514213,Farm Fresh Eggs White (Dozen),1,141.0,0.0,141.0,2025-05-08
Rashed Uddin,01741514213,Fresh Vermicelli 200g Pack,1,52.0,0.0,52.0,2025-05-08
Sabbir Ahmed,01783569459,Katari Bhog Rice Loose,1,170.0,10.0,160.0,2025-05-08
Tasnia Uddin,01721472996,Motor Dal (Peas) Loose,1,118.0,20.0,68.6,2025-05-08
Tamim Islam,01741393866,Shutki (Dried Fish),5,310.0,0.0,1550.0,2025-05-08
Tamim Islam,01741393866,Fennel Seeds (Mouri) 100g Pack,2,90.0,0.0,180.0,2025-05-08
Tamim Islam,01741393866,Fresh Cheese 250g Pack,1,200.0,0.0,200.0,2025-05-08
Sumaiya Hossain,01794969013,Teer Mustard Oil Loose,1,200.0,0.0,200.0,2025-05-08
Fatema Hossain,01757271259,Rui Fish Frozen,2,385.0,20.0,525.0,2025-05-08
Fatema Islam,01794491439,Teer Soyabean Oil 1L Bottle,1,189.0,10.0,179.0,2025-05-08
Tasnia Hossain,01779574454,ACI Pure Paneer 200g Pack,2,165.0,0.0,330.0,2025-05-08
Karim Karim,01739230583,Shrimp (Chingri) Frozen,5,660.0,0.0,2310.0,2025-05-08
Neela Hossain,01792158192,Pran Fried Onion 200g Pack,4,145.0,5.0,570.0,2025-05-08
Neela Hossain,01792158192,Carrot Loose,6,62.0,5.0,362.0,2025-05-08
Rashed Das,01729318518,Ilish (Hilsa) Dried,3,1950.0,0.0,5850.0,2025-05-08
Amina Sheikh,01742836459,BR-28 Rice Loose,1,65.0,0.0,45.5,2025-05-08
Nasrin Begum,01731545867,Lexus Biscuit 200g Pack,1,42.0,0.0,42.0,2025-05-08
Jabbar Sarkar,01741413978,ACI Bombay Sweets 400g Pack,6,95.0,5.0,565.0,2025-05-08
Nasrin Ahmed,01792087367,Shrimp (Chingri) Frozen,5,660.0,0.0,1320.0,2025-05-08
Nasrin Ahmed,01792087367,Hilsa Fish Frozen,3,1250.0,0.0,1500.0,2025-05-08
Nasrin Ahmed,01792087367,Teer Soyabean Oil 1L Bottle,1,189.0,0.0,75.6,2025-05-08
Neela Hossain,01792158192,Cumin Seeds (Jeera) 100g Pack,1,102.0,0.0,102.0,2025-05-08
Neela Hossain,01792158192,Clove (Lobongo) 25g Pack,2,118.0,0.0,236.0,2025-05-08
Rahim Das,01797849777,Cucumber Loose,3,48.0,5.0,139.0,2025-05-08
Sultana Rahman,01786554926,Teer Soyabean Oil 5L Bottle,2,945.0,10.0,1880.0,2025-05-08
Jabbar Das,01748196696,Pran Fried Onion 200g Pack,5,145.0,0.0,507.5,2025-05-08
Jabbar Das,01748196696,Fresh Milk 500ml Bottle,2,52.0,0.0,72.8,2025-05-08
Jabbar Das,01748196696,Milk Vita 1L Pack,2,112.0,0.0,156.8,2025-05-08
Jabbar Sarkar,01741413978,Chola Dal (Chickpeas) Loose,6,128.0,0.0,768.0,2025-05-08
Nasrin Begum,01731545867,Pran Chanachur 200g Pack,2,45.0,1.67,85.0,2025-05-08
Nasrin Begum,01731545867,Icing Sugar 200g Pack,4,58.0,1.67,227.0,2025-05-08
Nasrin Begum,01731545867,Radhuni Meat Curry Masala 100g Pack,4,88.0,1.67,347.0,2025-05-08
Sumaiya Hossain,01794969013,ACI Pure Milk 1L Bottle,4,110.0,0.0,308.0,2025-05-08
Sumaiya Hossain,01794969013,Ginger Loose,3,220.0,0.0,462.0,2025-05-08
Sabbir Ahmed,01783569459,Tomato Loose,2,85.0,5.0,165.0,2025-05-08
Farzana Islam,01790359038,ACI Vermicelli 200g Pack,4,55.0,1.67,215.0,2025-05-08
Farzana Islam,01790359038,Nazirshail Rice Loose,2,92.0,1.67,179.0,2025-05-08
Farzana Islam,01790359038,Teer Atta 1kg Pack,1,72.0,1.67,67.0,2025-05-08
Nafisa Siddique,01728624916,Fenugreek (Methi) 50g Pack,4,48.0,0.0,192.0,2025-05-08
Rashed Begum,01791208886,Radhuni Mustard Oil 1L Bottle,4,195.0,20.0,760.0,2025-05-08
Fatema Hossain,01757271259,Hilsa Fish Frozen,3,1250.0,0.0,3750.0,2025-05-08
Rahima Roy,01711470400,Ginger Loose,4,220.0,5.0,875.0,2025-05-08
Karim Karim,01739230583,ACI Pure Paneer 200g Pack,6,165.0,5.0,985.0,2025-05-08
Sultana Khan,01757890162,Anchor Butter 227g Pack,5,315.0,0.0,1575.0,2025-05-08
Nasrin Ahmed,01792087367,Shutki (Dried Fish),6,310.0,0.0,744.0,2025-05-08
Rafiq Ali,01799688158,Spinach (Pui Shak) Loose,4,38.0,0.0,106.4,2025-05-08
Mannan Ahmed,01717087735,Fresh Atta 1kg Pack,2,70.0,0.0,140.0,2025-05-08
Halim Ali,01756524028,Bay Leaf (Tej Pata) 20g Pack,2,55.0,0.0,110.0,2025-05-09
Rahim Sarkar,01776683789,Paijam Rice Loose,1,63.0,0.0,44.1,2025-05-09
Jabbar Uddin,01768383397,Coca Cola 2L Bottle,5,155.0,1.67,770.0,2025-05-09
Jabbar Uddin,01768383397,Meizan Soyabean Oil 1L Bottle,6,188.0,1.67,1123.0,2025-05-09
Jabbar Uddin,01768383397,Cardamom (Elachi) 20g Pack,3,215.0,1.67,640.0,2025-05-09
Mushfiq Akter,01758816061,Teer Sugar 1kg Pack,2,88.0,5.0,171.0,2025-05-09
Nipu Mia,01785685313,Meizan Soyabean Oil 1L Bottle,3,188.0,0.0,564.0,2025-05-09
Nipu Mia,01785685313,Brown Sugar 500g Pack,2,75.0,0.0,150.0,2025-05-09
Mannan Mia,01795672874,ACI Salt 1kg Pack,3,36.0,0.0,108.0,2025-05-09
Mannan Mia,01795672874,Radhuni Mustard Oil 500ml Bottle,1,98.0,0.0,98.0,2025-05-09
Mannan Mia,01795672874,Ispahani Tea 200g Pack,4,122.0,0.0,488.0,2025-05-09
Jabbar Rahman,01711619648,Pran Moong Dal Loose,6,148.0,0.0,621.6,2025-05-09
Jabbar Rahman,01711619648,Radhuni Mustard Oil 5L Bottle,1,975.0,0.0,682.5,2025-05-09
Nipu Mia,01785685313,Mustard Seeds 100g Pack,3,75.0,5.0,220.0,2025-05-09
Rafiq Ali,01799688158,Rupchanda Soyabean Oil 1L Bottle,6,189.0,20.0,1114.0,2025-05-09
Rahim Das,01797849777,Dano Milk Powder 350g Pack,4,348.0,5.0,1382.0,2025-05-09
Rahim Das,01797849777,Cumin Seeds (Jeera) 100g Pack,3,102.0,5.0,296.0,2025-05-09
Tasnia Uddin,01721472996,Pran Masala Powder 100g Pack,4,85.0,0.0,136.0,2025-05-09
Rahima Roy,01711470400,Tiger Biscuit 300g Pack,5,58.0,10.0,189.0,2025-05-09
Rahima Roy,01711470400,Fresh Soyabean Oil 5L Bottle,1,925.0,10.0,633.5,2025-05-09
Shakib Ahmed,01764598478,Fresh Bread 400g Loaf,4,48.0,2.5,74.8,2025-05-09
Shakib Ahmed,01764598478,Mustard Seeds 100g Pack,6,75.0,2.5,178.0,2025-05-09
Rashed Ali,01763278908,Local Beef,1,750.0,0.0,525.0,2025-05-09
Rahim Das,01797849777,Atap Rice (Brown) Loose,6,88.0,0.0,528.0,2025-05-09
Rahim Das,01797849777,Bashmati Rice 2kg Pack,5,395.0,0.0,1975.0,2025-05-09
Karim Begum,01762527815,Fresh Brown Bread 400g Loaf,2,55.0,10.0,40.0,2025-05-09
Abdul Karim,01739674811,Lexus Biscuit 200g Pack,6,42.0,10.0,96.8,2025-05-09
Mannan Mia,01795672874,Cardamom (Elachi) 20g Pack,1,215.0,6.67,195.0,2025-05-09
Mannan Mia,01795672874,Bitter Gourd (Korola) Loose,6,68.0,6.67,388.0,2025-05-09
Mannan Mia,01795672874,Radhuni Chaat Masala 50g Pack,5,65.0,6.67,305.0,2025-05-09
Nasrin Begum,01731545867,Chinigura Rice Loose,4,165.0,0.0,660.0,2025-05-09
Nasrin Begum,01731545867,Suji Loose,6,105.0,0.0,630.0,2025-05-09
Nasrin Begum,01731545867,Black Pepper Whole 50g Pack,1,128.0,0.0,128.0,2025-05-09
Fatema Hossain,01757271259,Black Pepper Whole 50g Pack,1,128.0,0.0,51.2,2025-05-09
Fatema Hossain,01757271259,Fanta 250ml Bottle,6,25.0,0.0,60.0,2025-05-09
Rafiq Ali,01799688158,Pran Fried Onion 200g Pack,3,145.0,0.0,435.0,2025-05-09
Rafiq Ali,01799688158,Motor Dal (Peas) Loose,2,118.0,0.0,236.0,2025-05-09
Fatema Islam,01794491439,Rupchanda Soyabean Oil 5L Bottle,5,945.0,0.0,4725.0,2025-05-09
Fatema Islam,01794491439,ACI Bombay Sweets 200g Pack,2,48.0,0.0,96.0,2025-05-09
Fatema Islam,01794491439,Sandwich Bread 350g Loaf,2,52.0,0.0,104.0,2025-05-09
Rashed Das,01729318518,Milk Vita 500ml Pack,1,56.0,0.0,56.0,2025-05-09
Jabbar Chowdhury,01746557544,Pran Chanachur 200g Pack,6,45.0,20.0,250.0,2025-05-09
Sultana Sarkar,01786658248,Sattu Powder 500g Pack,1,75.0,0.0,52.5,2025-05-09
Sabbir Ahmed,01783569459,Bashmati Rice Loose,1,195.0,0.0,195.0,2025-05-09
Sabbir Ahmed,01783569459,Potato Chips 100g Pack,1,42.0,0.0,42.0,2025-05-09
Sabbir Ahmed,01783569459,Tiger Biscuit 300g Pack,1,58.0,0.0,58.0,2025-05-09
Nipu Uddin,01769683068,Pran Masala Powder 100g Pack,1,85.0,0.0,59.5,2025-05-09
Abdul Chowdhury,01764263925,Cake Rusk 300g Pack,4,75.0,0.0,300.0,2025-05-09
Abdul Chowdhury,01764263925,Fresh Ghee 1kg Jar,5,1700.0,0.0,8500.0,2025-05-09
Abdul Chowdhury,01764263925,Coca Cola 250ml Bottle,4,25.0,0.0,100.0,2025-05-09
Jabbar Sarkar,01741413978,Tiger Energy Drink 250ml,6,75.0,2.5,445.0,2025-05-09
Jabbar Sarkar,01741413978,Radhuni Mustard Oil 500ml Bottle,6,98.0,2.5,583.0,2025-05-09
Amina Das,01736315966,ACI Vermicelli 500g Pack,5,135.0,10.0,465.5,2025-05-09
Asma Das,01777110455,Sprite 1L Bottle,4,85.0,0.0,340.0,2025-05-09
Sumaiya Hossain,01794969013,Chinigura Rice 1kg Pack,5,165.0,20.0,563.5,2025-05-09
Sumaiya Akter,01738514760,Atap Rice (Brown) Loose,1,88.0,5.0,83.0,2025-05-09
Jabbar Rahman,01711619648,Maida (Refined Flour) Loose,5,68.0,0.0,340.0,2025-05-09
Halim Ali,01756524028,Bashmati Rice 2kg Pack,6,395.0,10.0,1645.0,2025-05-09
Halim Ali,01756524028,Pran Mango Juice 250ml Bottle,2,35.0,10.0,35.0,2025-05-09
Halim Ali,01756524028,Besan (Gram Flour) Loose,6,120.0,5.0,500.5,2025-05-09
Nasrin Ahmed,01792087367,Dano Milk Powder 350g Pack,2,348.0,0.0,696.0,2025-05-09
Nasrin Ahmed,01792087367,ACI Salt 1kg Pack,6,36.0,0.0,216.0,2025-05-09
Nasrin Ahmed,01792087367,Radhuni Chili Powder 100g Pack,5,80.0,0.0,400.0,2025-05-09
Mannan Mia,01795672874,CP Eggs (Dozen),5,145.0,0.0,725.0,2025-05-09
Mannan Mia,01795672874,Radhuni Turmeric Powder 100g Pack,6,75.0,0.0,450.0,2025-05-09
Mannan Mia,01795672874,Pran Yogurt 80g Cup,5,18.0,0.0,90.0,2025-05-09
Sultana Chowdhury,01710082263,Besan (Gram Flour) Loose,3,120.0,0.0,144.0,2025-05-09
Sultana Sarkar,01786658248,Pran Fried Onion 200g Pack,4,145.0,5.0,575.0,2025-05-09
Farzana Islam,01790359038,Pran Milk Powder 500g Pack,4,475.0,0.0,1900.0,2025-05-09
Farzana Islam,01790359038,Tapal Tea 190g Pack,3,118.0,0.0,354.0,2025-05-09
Farzana Islam,01790359038,Mutton (Goat),3,1100.0,0.0,3300.0,2025-05-09
Rashed Das,01729318518,Pran Mixed Pickles 400g Jar,2,165.0,0.0,330.0,2025-05-09
Rashed Das,01729318518,Pran Ghee 200g Jar,5,340.0,0.0,1700.0,2025-05-09
Neela Hossain,01792158192,Hilsa Fish Frozen,5,1250.0,5.0,4371.5,2025-05-09
Jabbar Chowdhury,01746557544,Pran Moong Dal Loose,4,148.0,0.0,592.0,2025-05-09
Jannat Sarkar,01784870614,Maida (Refined Flour) Loose,3,68.0,20.0,184.0,2025-05-09
Nipu Khan,01757863223,Carrot Loose,3,62.0,0.0,74.4,2025-05-09
Nipu Khan,01757863223,Pran Milk 1L Pack,3,108.0,0.0,129.6,2025-05-09
Sabbir Ahmed,01783569459,Sundarbans Honey 500g Bottle,5,580.0,0.0,2900.0,2025-05-10
Sabbir Ahmed,01783569459,Red Bull Energy Drink 250ml,1,195.0,0.0,195.0,2025-05-10
Sabbir Ahmed,01783569459,Pran Mango Pickles 400g Jar,3,158.0,0.0,474.0,2025-05-10
Tamim Islam,01741393866,ACI Vermicelli 200g Pack,5,55.0,0.0,275.0,2025-05-10
Abdul Karim,01739674811,Olympic Biscuit 300g Pack,3,62.0,20.0,166.0,2025-05-10
Rashed Begum,01791208886,Red Onion Loose,2,66.0,0.0,132.0,2025-05-10
Nipu Hossain,01744772550,Broiler Chicken Frozen,2,310.0,0.0,434.0,2025-05-10
Nipu Hossain,01744772550,Sandwich Bread 350g Loaf,3,52.0,0.0,109.2,2025-05-10
Mushfiq Akter,01758816061,Radhuni Garam Masala 50g Pack,6,90.0,0.0,540.0,2025-05-10
Mushfiq Akter,01758816061,Pran Sugar 1kg Pack,4,88.0,0.0,352.0,2025-05-10
Rashed Ali,01763278908,Tiger Energy Drink 250ml,4,75.0,0.0,300.0,2025-05-10
Sumaiya Akter,01738514760,Cake Rusk 300g Pack,5,75.0,5.0,370.0,2025-05-10
Abdul Chowdhury,01764263925,Radhuni Fish Curry Masala 100g Pack,4,88.0,10.0,342.0,2025-05-10
Sabbir Ahmed,01783569459,Mojo 250ml Bottle,1,25.0,0.0,25.0,2025-05-10
Sabbir Ahmed,01783569459,Teer Soyabean Oil 1L Bottle,6,189.0,0.0,1134.0,2025-05-10
Sabbir Ahmed,01783569459,Pangash Fish Frozen,5,240.0,20.0,1180.0,2025-05-10
Mushfiq Hossain,01731008303,Pran Masala Powder 100g Pack,5,85.0,20.0,162.0,2025-05-10
Jabbar Uddin,01768383397,Radhuni Mustard Oil 5L Bottle,2,975.0,0.0,1950.0,2025-05-10
Sultana Khan,01757890162,Radhuni Biryani Masala 100g Pack,3,92.0,2.5,271.0,2025-05-10
Sultana Khan,01757890162,Radhuni Meat Curry Masala 100g Pack,4,88.0,2.5,347.0,2025-05-10
Nasrin Ahmed,01792087367,Katla Fish Frozen,6,360.0,0.0,2160.0,2025-05-10
Nasrin Begum,01731545867,Fresh Brown Bread 400g Loaf,5,55.0,6.67,255.0,2025-05-10
Nasrin Begum,01731545867,Nazirshail Rice Loose,2,92.0,6.67,164.0,2025-05-10
Nasrin Begum,01731545867,Chola Dal (Chickpeas) Loose,2,128.0,6.67,236.0,2025-05-10
Rahim Sheikh,01798474353,Sprite 250ml Bottle,1,25.0,2.5,14.0,2025-05-10
Rahim Sheikh,01798474353,Cumin Seeds (Jeera) 100g Pack,1,102.0,2.5,67.9,2025-05-10
Halim Ali,01756524028,Bitter Gourd (Korola) Loose,1,68.0,0.0,47.6,2025-05-10
Nasrin Begum,01731545867,Tiger Biscuit 300g Pack,5,58.0,0.0,290.0,2025-05-10
Nasrin Begum,01731545867,Black Pepper Powder 50g Pack,4,120.0,0.0,480.0,2025-05-10
Rahim Sheikh,01798474353,Pran Masala Powder 100g Pack,1,85.0,0.0,85.0,2025-05-10
Rahim Sheikh,01798474353,Sprite 250ml Bottle,2,25.0,0.0,50.0,2025-05-10
Rashed Begum,01791208886,Cauliflower Loose,4,52.0,0.0,208.0,2025-05-10
Nipu Uddin,01769683068,Fresh Ghee 1kg Jar,4,1700.0,0.0,2720.0,2025-05-10
Jamal Hossain,01793596808,Black Pepper Powder 50g Pack,5,120.0,0.0,420.0,2025-05-10
Tamim Islam,01741393866,Fresh Ghee 1kg Jar,2,1700.0,0.0,3400.0,2025-05-10
Asma Das,01777110455,Bashmati Rice 2kg Pack,4,395.0,6.67,1560.0,2025-05-10
Asma Das,01777110455,ACI Pure Atta 5kg Pack,4,350.0,6.67,1380.0,2025-05-10
Asma Das,01777110455,Pran Mango Pickles 400g Jar,6,158.0,6.67,928.0,2025-05-10
Tasnia Hossain,01779574454,Pran Moong Dal Loose,1,148.0,0.0,148.0,2025-05-10
Tasnia Hossain,01779574454,Mojo 250ml Bottle,3,25.0,0.0,75.0,2025-05-10
Tasnia Hossain,01779574454,Teer Soyabean Oil 2L Bottle,2,378.0,0.0,756.0,2025-05-10
Rahima Sheikh,01782518935,Shrimp (Chingri) Frozen,6,660.0,5.0,3955.0,2025-05-10
Rahim Das,01797849777,Tiger Biscuit 300g Pack,4,58.0,0.0,232.0,2025-05-10
Rahim Das,01797849777,Kurkure 85g Pack,1,32.0,0.0,32.0,2025-05-10
Mushfiq Akter,01758816061,Radhuni Turmeric Powder 100g Pack,6,75.0,0.0,315.0,2025-05-10
Sultana Khan,01757890162,Coca Cola 1L Bottle,2,85.0,20.0,105.0,2025-05-10
Shamima Hossain,01751962015,CP Eggs (Dozen),4,145.0,0.0,580.0,2025-05-10
Neela Islam,01735021466,Teer Soyabean Oil 2L Bottle,5,378.0,5.0,1885.0,2025-05-10
Rahim Sarkar,01776683789,Red Bull Energy Drink 250ml,3,195.0,5.0,575.0,2025-05-10
Rahim Sarkar,01776683789,Radhuni Ghee 200g Jar,4,335.0,5.0,1330.0,2025-05-10
Jabbar Rahman,01711619648,Meizan Soyabean Oil 1L Bottle,1,188.0,0.0,188.0,2025-05-10
Jabbar Rahman,01711619648,Pran Yogurt 80g Cup,4,18.0,0.0,72.0,2025-05-10
Rashed Uddin,01741514213,Radhuni Chili Powder 200g Pack,4,158.0,5.0,622.0,2025-05-10
Rashed Uddin,01741514213,Fresh Atta 1kg Pack,4,70.0,5.0,270.0,2025-05-10
Nasrin Ahmed,01792087367,Chinigura Rice Loose,3,165.0,0.0,495.0,2025-05-10
Rozina Sheikh,01759149581,ACI Bombay Sweets 200g Pack,5,48.0,5.0,164.5,2025-05-10
Jabbar Rahman,01711619648,Radhuni Turmeric Powder 200g Pack,5,148.0,0.0,518.0,2025-05-10
Jabbar Rahman,01711619648,Teer Mustard Oil Loose,6,200.0,0.0,840.0,2025-05-10
Neela Islam,01735021466,Tiger Energy Drink 250ml,5,75.0,10.0,365.0,2025-05-10
Neela Das,01772617248,Besan (Gram Flour) Loose,6,120.0,0.0,720.0,2025-05-10
Rahim Sarkar,01776683789,Katla Fish Frozen,2,360.0,10.0,710.0,2025-05-10
Fatema Islam,01794491439,Potato Chips 100g Pack,1,42.0,5.0,22.4,2025-05-10
Fatema Islam,01794491439,ACI Pure Dal Loose,5,155.0,5.0,535.5,2025-05-10
Shamima Khan,01775302980,Fresh Milk 500ml Bottle,3,52.0,0.0,62.4,2025-05-10
Shamima Khan,01775302980,Potato Loose,3,41.0,0.0,49.2,2025-05-10
Nipu Khan,01757863223,Ilish (Hilsa) Dried,5,1950.0,0.0,6825.0,2025-05-10
Karim Karim,01739230583,Sattu Powder 500g Pack,3,75.0,6.67,205.0,2025-05-10
Karim Karim,01739230583,Fresh Toast Biscuit 300g Pack,6,65.0,6.67,370.0,2025-05-10
Karim Karim,01739230583,Molasses (Gur) 500g,2,55.0,6.67,90.0,2025-05-10
Rahim Sarkar,01776683789,Dano Milk Powder 350g Pack,2,348.0,0.0,696.0,2025-05-10
Rahim Sarkar,01776683789,RC Cola 250ml Bottle,2,23.0,0.0,46.0,2025-05-10
Rahim Sarkar,01776683789,Radhuni Fish Curry Masala 100g Pack,4,88.0,0.0,352.0,2025-05-10
Rahim Sarkar,01776683789,Radhuni Fish Curry Masala 100g Pack,3,88.0,0.0,105.6,2025-05-10
Rashed Ali,01763278908,Ladies Finger (Dherosh) Loose,1,72.0,2.5,26.8,2025-05-10
Rashed Ali,01763278908,Desi Chicken (Country),3,520.0,2.5,622.0,2025-05-10
Jabbar Das,01748196696,Teer Sugar 1kg Pack,5,88.0,1.67,304.5,2025-05-10
Jabbar Das,01748196696,Teer Dal (Lentils) Loose,4,135.0,1.67,374.5,2025-05-10
Jabbar Das,01748196696,Mojo 250ml Bottle,1,25.0,1.67,14.0,2025-05-10
Fatema Islam,01794491439,Coca Cola 2L Bottle,2,155.0,6.67,290.0,2025-05-10
Fatema Islam,01794491439,Radhuni Fish Curry Masala 100g Pack,3,88.0,6.67,244.0,2025-05-10
Fatema Islam,01794491439,Farm Fresh Eggs Brown (Dozen),1,155.0,6.67,135.0,2025-05-10
Shamima Khan,01775302980,Farm Fresh Eggs White (Dozen),1,141.0,0.0,98.7,2025-05-11
Shamima Khan,01775302980,Nazirshail Rice 5kg Pack,1,460.0,0.0,322.0,2025-05-11
Shamima Khan,01775302980,Potato Loose,5,41.0,0.0,143.5,2025-05-11
